category,food_name,calories_kcal_per_100g,fat_g_per_100g,carbs_g_per_100g
"DBYCATD8RM","国光苹果","56","0.3","13.3"
"DBYCATD8RM","海棠果","76","0.2","19.2"
"DBYCATD8RM","旱苹果","34","0.2","8.4"
"DBYCATD8RM","红粉皮石榴","74","0.1","19.4"
"DBYCATD8RM","红香蕉苹果","51","0.2","12.3"
"DBYCATD8RM","红肖梨","36","0","10.5"
"DBYCATD8RM","红星苹果","58","0.1","14.3"
"DBYCATD8RM","黄皮果","39","0.2","9.9"
"DBYCATD8RM","黄桃","56","0.1","14"
"DBYCATD8RM","黄香蕉苹果","53","0.2","13.7"
"DBYCATD8RM","黄元帅苹果","59","0.3","14.7"
"DBYCATD8RM","姬娜果","35","0.07","8.5"
"DBYCATD8RM","积奇 热带杂果罐头","88.43","0.1","19.7"
"DBYCATD8RM","嘉宝 美味苹果块","54.69","0","12.5"
"DBYCATD8RM","桔子","51","0.2","11.9"
"DBYCATD8RM","金桔","58","0.2","13.7"
"DBYCATD8RM","金塔寺瓜","10","0.1","2"
"DBYCATD8RM","精美甘蔗肉","79.83","0","18"
"DBYCATD8RM","久保桃","42","0.1","10"
"DBYCATD8RM","酒枣","148","0.2","35.7"
"DBYCATD8RM","橘子","44","0.1","10.2"
"DBYCATD8RM","蓝莓","57","0.33","14.49"
"DBYCATD8RM","乐购 蓝莓","32","0.2","6.9"
"DBYCATD8RM","乐购 SEEDLESSRED葡萄","64","0.1","15.4"
"DBYCATD8RM","利高 半颗黄桃罐头","78.42","0","17.19"
"DBYCATD8RM","荔枝","71","0.2","16.6"
"DBYCATD8RM","栗源 多果多滋 糖水黄桃罐头果杯","66.68","0","15.4"
"DBYCATD8RM","林家铺子 长寿黄桃罐头","64.53","0","14.8"
"DBYCATD8RM","林家铺子 招财蜜桔罐头","61.9","0","14.5"
"DBYCATD8RM","罗望子","239","0.6","62.5"
"DBYCATD8RM","蔓越莓","46","0.13","11.97"
"DBYCATD8RM","梅林 糖水黄桃罐头 老包装","99.67","0","24.5"
"DBYCATD8RM","面蛋","91","0.5","21.7"
"DBYCATD8RM","木梨","32","0.1","8.2"
"DBYCATD8RM","柠檬","37","1.2","6.2"
"DBYCATD8RM","苹果","53","0.2","13.7"
"DBYCATD8RM","苹果梨","53","0.1","13.9"
"DBYCATD8RM","葡萄","45","0.3","10.3"
"DBYCATD8RM","青皮石榴","71","0.2","18.5"
"DBYCATD8RM","青苹果","49","0","10.6"
"DBYCATD8RM","庆丰桃","42","0.1","10.1"
"DBYCATD8RM","秋里蒙苹果","43","0.2","11.9"
"DBYCATD8RM","人参果","86","0.7","21.2"
"DBYCATD8RM","桑葚(白)","60","0.3","14.9"
"DBYCATD8RM","沙棘","120","1.8","25.5"
"DBYCATD8RM","蛇果(去皮)","59","0.2","14.9"
"DBYCATD8RM","水蜜桃","46","0.1","11"
"DBYCATD8RM","苏木梨","52","0.3","13.1"
"DBYCATD8RM","酥梨","45","0.1","11.4"
"DBYCATD8RM","酸刺","112","0.3","25.5"
"DBYCATD8RM","酸枣","300","1.5","73.3"
"DBYCATD8RM","台凤 台鳳四分片鳳梨","81","0","19.8"
"DBYCATD8RM","泰琪奥金枕头榴莲","420","8","84"
"DBYCATD8RM","唐十三朝 霜降柿饼","319.79","2.2","71.2"
"DBYCATD8RM","晚桃(黄)","41","0.2","9.6"
"DBYCATD8RM","倭锦苹果","54","0.2","13.5"
"DBYCATD8RM","无花果","65","0.1","16"
"DBYCATD8RM","西瓜(京欣一号)","34","0","8.1"
"DBYCATD8RM","西柚","33","0.3","7.8"
"DBYCATD8RM","香槟芒果","80","0","19"
"DBYCATD8RM","香蕉","93","0.2","22"
"DBYCATD8RM","香蕉(红皮、泰国)","81","0.2","19.7"
"DBYCATD8RM","香梨","51","0.1","13.6"
"DBYCATD8RM","小西瓜","30","0.1","6.7"
"DBYCATD8RM","小叶桔","40","0.2","8.8"
"DBYCATD8RM","雪花梨","42","0.1","10.6"
"DBYCATD8RM","阳光之选 阳关之选菠萝碎","49.95","0","13"
"DBYCATD8RM","杨梅","30","0.2","6.7"
"DBYCATD8RM","椰子","241","12.1","31.3"
"DBYCATD8RM","印度苹果","54","0.2","14.8"
"DBYCATD8RM","英佰瑞 SAINSBURY无子红提","60","0.1","15.4"
"DBYCATD8RM","樱桃","46","0.2","10.2"
"DBYCATD8RM","柚子","42","0.2","9.5"
"DBYCATD8RM","余柑子","45","0.1","12.4"
"DBYCATD8RM","长把梨","62","0.8","14.9"
"DBYCATD8RM","众想 佐餐白桃","47.8","0.1","12.2"
"DBYCATD8RM","Hosen 好顺 橘子水果罐头","71.46","0","16.4"
"DBYCATD8RM","Hosen 好顺 荔枝水果罐头","107.55","0.2","25"
"DBYCATD8RM","Hosen 好顺 亚答籽水果罐头","96.32","0","24"
"DBYCATD8RM","Nature Goodness 猫山王榴莲王","152.96","1.4","27.9"
"DBYCATD8RM","Nature Goodness D24榴莲王","152.96","1.4","27.9"
"DBYCATD8RM","oregon俄勒冈糖水蓝莓罐头","78.53","0","17.86"
"F5BPE9QVQ3","艾美 火锅用美味奶酪","241.4","17","2.5"
"F5BPE9QVQ3","爱氏晨曦 安拉CASTELLO丹麦必奶酪","288","24","0"
"F5BPE9QVQ3","爱氏晨曦 利乐包发达奶酪","222.28","17","4"
"F5BPE9QVQ3","爱氏晨曦 MISSDELISSY加工奶酪(原味)","320.27","28","6"
"F5BPE9QVQ3","安佳 再制切达干酪(乳酪)","359","30.3","2.2"
"F5BPE9QVQ3","安拉 哈瓦提奶酪","421.37","38","1"
"F5BPE9QVQ3","安拉 刨丝马苏里拉奶酪","302.1","22","2.3"
"F5BPE9QVQ3","百吉福 减脂芝士片","234.23","12","15"
"F5BPE9QVQ3","百吉福 芝士片","282.38","24","1.8"
"F5BPE9QVQ3","博格瑞 牌布里丝布兰奶酪","338.43","30","1"
"F5BPE9QVQ3","厨之选 乡村奶酪","96.56","3.4","3"
"F5BPE9QVQ3","纯美 奶油奶酪","358.27","34","3.6"
"F5BPE9QVQ3","多多尼 发达芝士(原产地保护)","257","21","0"
"F5BPE9QVQ3","多美鲜 黄杏杏仁奶酪","356.12","24.5","28.1"
"F5BPE9QVQ3","多美鲜 金文必奶酪","300.43","25","0"
"F5BPE9QVQ3","多美鲜 奶油奶酪(洋葱+细香葱)","316.68","30.2","6"
"F5BPE9QVQ3","多美鲜 甜椒奶酪","317.88","28.8","8.7"
"F5BPE9QVQ3","法国百吉福 汉堡干酪片","354.21","28.1","5.1"
"F5BPE9QVQ3","法国百吉福天天奶酪(原味)","210","19","2.4"
"F5BPE9QVQ3","福樂自然零鮮乳優酪","76","1.4","12.2"
"F5BPE9QVQ3","光明 小小光明奶酪(草莓味)","104.92","3.5","13"
"F5BPE9QVQ3","光明减脂再制干酪","255","12.9","12"
"F5BPE9QVQ3","荷兰风车 伊顿切片奶酪","320.51","24","0"
"F5BPE9QVQ3","花の恋 芝士碎","359","13.4","32.1"
"F5BPE9QVQ3","皇冠 淡味迷你伊顿奶酪球","319.07","23.9","0"
"F5BPE9QVQ3","皇家 伊莱ERU布里涂抹奶酪","263.38","22","0"
"F5BPE9QVQ3","皇家格兰特 油泡黑绿橄榄发达奶酪","297.56","24","1"
"F5BPE9QVQ3","吉康 美滋来乐奶酪","217.97","14.9","1.1"
"F5BPE9QVQ3","金爵鲜酪乳(益生菌发酵乳)","91.78","3.2","12.3"
"F5BPE9QVQ3","金凯利 爱尔兰风味陈年切达干酪","393.16","32","0"
"F5BPE9QVQ3","金凯利 爱尔兰风味淡切达干酪","388.62","32","0"
"F5BPE9QVQ3","金凯利 布拉尼城堡干酪","384.56","32","0"
"F5BPE9QVQ3","金凯利 都柏林人爱尔兰风味干酪","393.16","32","0"
"F5BPE9QVQ3","金凯利 瑞士大孔奶酪","392.64","28.57","0"
"F5BPE9QVQ3","金章 减脂再制干酪片","221.32","17","4.6"
"F5BPE9QVQ3","卡夫 费城清淡奶酪","174.71","13.9","4.1"
"F5BPE9QVQ3","卡夫 SINGLESSLICEDCHEESE","285.71","19.05","9.52"
"F5BPE9QVQ3","兰诺斯 FETTACHEESEREDUCEDFAT","296.85","20","5.6"
"F5BPE9QVQ3","乐芝牛 8粒装奶酪","268.05","22.5","6.5"
"F5BPE9QVQ3","乐芝牛 奶酪(番茄+火腿+青椒+洋葱)","271","23","11"
"F5BPE9QVQ3","乐芝牛 奶酪(培根+洋葱+干酪+蜜汁羊奶酪)","271","23","11"
"F5BPE9QVQ3","乐芝牛 小贝勒奶酪(原味)","305.93","24","1"
"F5BPE9QVQ3","乐芝牛 芝士小食","242","19.5","4.8"
"F5BPE9QVQ3","美兰 切达奶酪","318.59","23","0"
"F5BPE9QVQ3","蒙牛 未来星儿童成长奶酪(金装棒)","229.68","15","16.8"
"F5BPE9QVQ3","蒙牛 未来星儿童成长奶酪(原味)","226.58","15.2","12.8"
"F5BPE9QVQ3","蒙牛未来星儿童成长奶酪(草莓味)","226.58","15.2","12.8"
"F5BPE9QVQ3","妙可蓝多 精制马苏里拉奶酪","327.68","23.4","6.7"
"F5BPE9QVQ3","南方 水产 鱼味白奶酪","224.9","6.7","30.8"
"F5BPE9QVQ3","琪雷萨 马斯卡布尼奶酪 马斯卡彭芝士 mascarpone cheese","354.92","35.5","3"
"F5BPE9QVQ3","乔瓦尼 科伦坡水牛马苏里奶酪","275.33","23","0"
"F5BPE9QVQ3","全脂软酪","313","31","0"
"F5BPE9QVQ3","乳清奶酪","251","19.6","7.3"
"F5BPE9QVQ3","三元 宫廷御膳酸奶酪","84.37","3.2","11"
"F5BPE9QVQ3","十胜  芝士鳕鱼奶酪条","320","20.6","14.5"
"F5BPE9QVQ3","威士兰 埃蒙塔奶酪","365.92","28.5","0"
"F5BPE9QVQ3","威士兰 烟熏山羊奶酪","331.5","25","2.1"
"F5BPE9QVQ3","小奶花 纯手工奶酪","396.03","6.5","78.1"
"F5BPE9QVQ3","雪印 北海道奶酪 咖喱味","305","22.5","4"
"F5BPE9QVQ3","雪印 北海道奶酪 扇贝味","305","22.5","4"
"F5BPE9QVQ3","雪印 北海道奶酪 玉米味","305","22.5","3.5"
"F5BPE9QVQ3","伊利 妙芝新鲜奶酪","118.07","6","10"
"F5BPE9QVQ3","中脂软酪","180","14.5","3.1"
"F5BPE9QVQ3","总统 牌金文奶油奶酪(再制干酪)","277.96","25","2"
"F5BPE9QVQ3","Amul 芝士","320","26","1.5"
"F5BPE9QVQ3","Belcubeベルキューブ チーズキューブ ビールセレクト","283","23.6","5.4"
"F5BPE9QVQ3","CHESDALE烟熏起司片","298.76","24.8","2.7"
"F5BPE9QVQ3","Clawson Blue Stilton 蓝色斯蒂尔顿奶酪","431.88","35.7","0"
"F5BPE9QVQ3","Crystal Farms水晶农场桶装洋葱奶油奶酪","290.63","26.7","6.7"
"F5BPE9QVQ3","Dutch Farms 荷氏农场 Dutch Farm/荷氏农场 奶油奶酪(原味)","356.79","32.14","7.14"
"F5BPE9QVQ3","Dutch Farms 荷氏农场 Dutch Farm荷氏农场马苏里拉奶酪","285.71","21.43","3.57"
"F5BPE9QVQ3","Dutch Farms 荷氏农场 Dutch Farms/荷氏农场 马堡杰克碎奶酪","392.64","32.14","3.57"
"F5BPE9QVQ3","Dutch Farms 荷氏农场 Dutch Farms/荷氏农场 马苏里拉碎奶酪","321.82","21.43","3.57"
"F5BPE9QVQ3","Dutch Farms 荷氏农场 Dutch Farms/荷氏农场 中味切达奶酪","109.94","9","1"
"F5BPE9QVQ3","Eden 泰国原味芝士块","300","24","11"
"F5BPE9QVQ3","entremont 爱特蒙 切片AOC格鲁耶尔奶酪","400","32","0"
"F5BPE9QVQ3","ERU 皇家伊莱 高达涂抹奶酪","242.59","21","0"
"F5BPE9QVQ3","ERU 皇家伊莱 胡椒涂抹奶酪","250.72","21","2"
"F5BPE9QVQ3","ERU 皇家伊莱 山羊涂抹奶酪","271.99","23","3"
"F5BPE9QVQ3","ERU 皇家伊莱 原味车达奶酪片","292.78","23","4"
"F5BPE9QVQ3","Fitakl Original creamy taste Cheese","217.02","17","8"
"F5BPE9QVQ3","Fjallbrynt 非凡奶酪(浓味)","143.4","8","0"
"F5BPE9QVQ3","Fjallbrynt 非凡奶酪(烟熏北极虾)","215.11","17","1.5"
"F5BPE9QVQ3","Frico福瑞客 马斯丹奶酪","347.04","26.9","0"
"F5BPE9QVQ3","Frico福瑞客荷兰伊顿奶酪(香草)","322.42","24.1","0"
"F5BPE9QVQ3","Friendship 丹麦蓝波芝士","366.67","30","0"
"F5BPE9QVQ3","Galbani 格尔巴尼 马斯卡蓬奶酪","437.38","43.3","6.7"
"F5BPE9QVQ3","Hochland 块状奶酪(火腿+牛肉+培根)","308","28","5"
"F5BPE9QVQ3","Lemnos 兰诺斯 澳洲菲塔干酪","317.16","26.3","2.9"
"F5BPE9QVQ3","Lemnos 兰诺斯 澳洲菲塔山羊干酪","258.84","21","2"
"F5BPE9QVQ3","Mellin美林 Mellin 美林 莫扎里拉芝士软奶酪泥","93","4","7.6"
"F5BPE9QVQ3","OHGIYA 扇屋 北海道卡门贝尔芝士鳕鱼条","337.24","22.6","10.8"
"F5BPE9QVQ3","OHGIYA 扇屋 洋葱芝士片","399.38","30.5","11.5"
"F5BPE9QVQ3","parmaggini 派利大叔 派利大叔 三角干酪","209.85","15","5"
"F5BPE9QVQ3","Perstige 威望 Perstige/威望 卡蒙贝尔八角奶酪","305","25","0"
"F5BPE9QVQ3","Pettinicchio佩特尼奇 Pettinicchio 佩特尼奇 烟熏奶酪","302.58","22.5","1"
"F5BPE9QVQ3","Plasmon 经典原味软奶酪泥","136","7.6","4.9"
"F5BPE9QVQ3","Queso Del Valle Cotija( Part Skim Milk Cheese)","285.71","25","0"
"F5BPE9QVQ3","SWISS MOOH 瑞慕 埃曼塔奶酪(霉菌成熟干酪)","421.61","33.8","0"
"F5BPE9QVQ3","Tararua 淡奶油奶酪","224.67","16","12.4"
"GRH51YS6SJ","奥斯忒 蒲菜","11.95","0.1","1.5"
"GRH51YS6SJ","白萝卜","16","0.1","4"
"GRH51YS6SJ","白笋(干)","282","4","57.1"
"GRH51YS6SJ","抱子甘蓝","36","0.2","8.8"
"GRH51YS6SJ","荸荠","61","0.2","14.2"
"GRH51YS6SJ","扁蓄菜","75","0.6","12.4"
"GRH51YS6SJ","菠菜","28","0.3","4.5"
"GRH51YS6SJ","菜瓜","19","0.2","3.9"
"GRH51YS6SJ","蚕豆(鲜)","111","0.4","19.5"
"GRH51YS6SJ","朝鲜蓟","54","0.2","10.9"
"GRH51YS6SJ","莼菜","21","0.1","3.8"
"GRH51YS6SJ","大白菜","20","0.2","3.4"
"GRH51YS6SJ","大白菜(白梗)","22","0.2","3.7"
"GRH51YS6SJ","大白菜(小白口)","16","0.1","2.8"
"GRH51YS6SJ","大巢菜","63","0.5","13.6"
"GRH51YS6SJ","大葱","28","0.3","5.8"
"GRH51YS6SJ","地肤","65","0.8","10.4"
"GRH51YS6SJ","冬瓜","10","0.2","2.4"
"GRH51YS6SJ","冬笋","42","0.1","6.5"
"GRH51YS6SJ","豆瓣菜","20","0.5","1.5"
"GRH51YS6SJ","番茄","15","0.2","3.3"
"GRH51YS6SJ","方瓜","14","0","3.1"
"GRH51YS6SJ","分葱","34","0.7","5.1"
"GRH51YS6SJ","古龙 油焖笋尖","200","16.36","9.09"
"GRH51YS6SJ","观达菜","23","0.3","4.5"
"GRH51YS6SJ","黑笋(干)","268","2.4","57.5"
"GRH51YS6SJ","胡萝卜(黄)","46","0.2","10.2"
"GRH51YS6SJ","葫芦","16","0.1","3.5"
"GRH51YS6SJ","葫子","29","0.1","6.8"
"GRH51YS6SJ","黄茎瓜","19","0.9","2"
"GRH51YS6SJ","黄麻叶","42","0.3","5.8"
"GRH51YS6SJ","鸡毛菜","19","0.2","2.6"
"GRH51YS6SJ","荠菜","31","0.4","4.7"
"GRH51YS6SJ","茄子","23","0.2","4.9"
"GRH51YS6SJ","茄子(白皮，长)","21","0.1","5.5"
"GRH51YS6SJ","茄子(圆)","32","0.2","6.7"
"GRH51YS6SJ","豇豆(长)","32","0.2","5.8"
"GRH51YS6SJ","芥菜(大叶)","13","0.2","2.8"
"GRH51YS6SJ","芥菜头","36","0.2","7.4"
"GRH51YS6SJ","金丝瓜","38","2","2.2"
"GRH51YS6SJ","荆谊嘉 野竹笋","31.74","0.2","3.6"
"GRH51YS6SJ","韭黄","24","0.2","3.9"
"GRH51YS6SJ","韭苔","37","0.1","7.8"
"GRH51YS6SJ","苣荬菜(尖叶)","19","0","0"
"GRH51YS6SJ","卷心菜(包菜，圆白菜)","24","0.2","4.6"
"GRH51YS6SJ","空心菜","19","0.2","4"
"GRH51YS6SJ","苦菜","46","0.6","10"
"GRH51YS6SJ","苦瓜","22","0.1","4.9"
"GRH51YS6SJ","苦苦菜","42","0.9","6.8"
"GRH51YS6SJ","龙豆","36","0.5","5"
"GRH51YS6SJ","龙牙豆","19","0.2","2.4"
"GRH51YS6SJ","罗勒","26","0","4.6"
"GRH51YS6SJ","马齿苋","28","0.5","3.9"
"GRH51YS6SJ","马兰头","28","0.4","4.6"
"GRH51YS6SJ","美加佳 毛豆","81.74","2.9","9"
"GRH51YS6SJ","面西胡瓜","10","0","1.8"
"GRH51YS6SJ","苜蓿(草头)","35","0.7","2.9"
"GRH51YS6SJ","苤蓝","32","0.2","7"
"GRH51YS6SJ","蒲菜","14","0.1","2.4"
"GRH51YS6SJ","芹菜","13","0.2","1.8"
"GRH51YS6SJ","芹菜(西芹)","17","0.1","4.8"
"GRH51YS6SJ","芹菜(药芹)","13","0.2","3.1"
"GRH51YS6SJ","青萝卜","29","0.2","6.9"
"GRH51YS6SJ","青蒜","34","0.3","6.2"
"GRH51YS6SJ","秋黄瓜","14","0.2","2.5"
"GRH51YS6SJ","三鹿牌笋丝","8","0","1.6"
"GRH51YS6SJ","沙参叶","93","1.6","21.6"
"GRH51YS6SJ","圣女果","25","0.2","5.8"
"GRH51YS6SJ","食用大黄","9","0","1.5"
"GRH51YS6SJ","水果黄瓜","14","0.2","2.5"
"GRH51YS6SJ","四季豆","24","0.2","6"
"GRH51YS6SJ","四棱豆","19","0.2","4.2"
"GRH51YS6SJ","蒜黄","24","0.2","3.8"
"GRH51YS6SJ","笋瓜","13","0","3.1"
"GRH51YS6SJ","塔菜","28","0.4","4.2"
"GRH51YS6SJ","甜菜叶","22","0.1","4"
"GRH51YS6SJ","娃娃菜","13","0.2","2.4"
"GRH51YS6SJ","歪头菜","74","0.3","17.9"
"GRH51YS6SJ","豌豆苗","32","0.8","2.6"
"GRH51YS6SJ","西葫芦","19","0.2","3.8"
"GRH51YS6SJ","苋菜(绿)","30","0.3","5"
"GRH51YS6SJ","香茅","17","0.2","0"
"GRH51YS6SJ","小葱","27","0.4","4.9"
"GRH51YS6SJ","薤白","124","0.4","27.1"
"GRH51YS6SJ","洋葱(白皮，脱水)","342","0.4","81.9"
"GRH51YS6SJ","洋葱(紫皮，脱水)","339","0.4","80.6"
"GRH51YS6SJ","野葱","36","0.2","6.7"
"GRH51YS6SJ","野韭菜","44","0.9","7.2"
"GRH51YS6SJ","野菊","46","0.5","9"
"GRH51YS6SJ","野蒜","34","0.4","7.7"
"GRH51YS6SJ","樱桃萝卜","12","0.1","3"
"GRH51YS6SJ","油菜(黑)","19","0.2","2.9"
"GRH51YS6SJ","油菜(脱水)","316","0.6","74.3"
"GRH51YS6SJ","油麦菜","12","0.4","2.1"
"GRH51YS6SJ","有味 白芦笋罐头","15.75","0","2.36"
"GRH51YS6SJ","鱼腥草(叶)","32","0.1","10.7"
"GRH51YS6SJ","玉兰片","66","0.4","18.6"
"GRH51YS6SJ","远野风 冲菜","14.1","0.4","0.8"
"GRH51YS6SJ","紫菜薹","43","2.5","2.7"
"GRH51YS6SJ","bonduelle豌豆","86","0.7","10.3"
"H9FC35SAGG","葆春 橙蜜","311.9","0.8","75"
"H9FC35SAGG","葆春 刺五加蜂蜜","316.92","0","65"
"H9FC35SAGG","葆春 枸杞蜂蜜","311.9","0.8","75"
"H9FC35SAGG","葆春 荞麦蜂蜜","316.92","0","65"
"H9FC35SAGG","葆春 山黄莲蜂蜜","316.92","0","65"
"H9FC35SAGG","葆春 尤卡坦蜂蜜","316.92","0","65"
"H9FC35SAGG","葆春 原酿纯蜂蜜组合装","316.92","0","65"
"H9FC35SAGG","比亚乐蜂蜜芦荟茶","227","0","58"
"H9FC35SAGG","比亚乐蜂蜜柚子茶","280","0.5","70"
"H9FC35SAGG","冰糖","397","0","99.3"
"H9FC35SAGG","藏禧堂 拉萨林卡蜜(唤醒滋润型)","316.92","0","65"
"H9FC35SAGG","枫树屋 100%纯枫树糖浆","357.55","0","88"
"H9FC35SAGG","蜂蜜(天麻)","326","0.3","75.7"
"H9FC35SAGG","蜂品世家 龙眼蜜","325.05","0","75.6"
"H9FC35SAGG","蜂品世家 枇杷蜜","325.05","0","75.6"
"H9FC35SAGG","蜂品世家 野蜂冬蜜","325.05","0","75.6"
"H9FC35SAGG","蜂品世家 益母草花蜜","325.05","0","75.6"
"H9FC35SAGG","蜂品世家 枣花蜜","325.05","0","75.6"
"H9FC35SAGG","蜂圣 荆条蜜","316.92","0","65"
"H9FC35SAGG","蜂圣 荔枝蜜","316.92","0","65"
"H9FC35SAGG","蜂圣 雪旨花蜜(苕子蜜)","316.92","0","65"
"H9FC35SAGG","蜂圣 枣花蜜","316.92","0","65"
"H9FC35SAGG","福事多 椴树蜂蜜","274.62","1.2","65"
"H9FC35SAGG","甘蔗红糖","386","0","95.8"
"H9FC35SAGG","古松 白砂糖","401.53","0","99.7"
"H9FC35SAGG","红糖","389","0","96.6"
"H9FC35SAGG","宏基蜂蜜 牧蜂職人 白蜜","325","0.4","80"
"H9FC35SAGG","鸿香源 藏域野花原蜜","335.56","0","72"
"H9FC35SAGG","鸿香源 科尔沁益母草原蜜","335.56","0","72"
"H9FC35SAGG","鸿香源 千岛枇杷土蜂蜜","334.61","0","81"
"H9FC35SAGG","鸿香源 天山雪原蜜","335.56","0","72"
"H9FC35SAGG","徽黄 蜂巢蜜","346.56","2.5","72"
"H9FC35SAGG","徽黄 枣花蜂蜜","346.56","2.5","72"
"H9FC35SAGG","基维氏 斯西兰纯天然胡图卡瓦(圣诞花)蜂蜜","315.5","0","78.9"
"H9FC35SAGG","京花麸 碗中盛放的花朵 高级和风料理材料花魂","371.43","3.14","64"
"H9FC35SAGG","克瑞姆 蜂蜜","306.41","0","75"
"H9FC35SAGG","绿盈生机 南姜黑糖","328","0","80.8"
"H9FC35SAGG","马莎 法国薰衣草花香蜂蜜","325.05","0","80"
"H9FC35SAGG","马莎 新西兰三叶草蜂蜜","322.66","0","76.4"
"H9FC35SAGG","蜜蜂花园加拿大农场 蜂蜜(固体)","301.15","0","85"
"H9FC35SAGG","蜜园 野花蜂蜜","325","0","80"
"H9FC35SAGG","绵白糖","396","0","98.9"
"H9FC35SAGG","明园 蜂蜜","316.92","1","65"
"H9FC35SAGG","纽蜂王 南岛苜蓿花蜂蜜","315.49","0.1","80"
"H9FC35SAGG","纽蜂王 瑞塔蜂蜜","315.49","0.1","80"
"H9FC35SAGG","七式 金黄糖浆","333.17","0","82"
"H9FC35SAGG","七月花香 长白山野生椴树雪蜜","329.83","2.5","70.6"
"H9FC35SAGG","齐香斋 女人花粉蜂蜜乳","314.05","0","76.5"
"H9FC35SAGG","齐香斋 紫云英蜂蜜","301.15","1.5","78.8"
"H9FC35SAGG","千峰蜜庄 原生态蜂巢蜜","310.92","0","65"
"H9FC35SAGG","日正 特选黑糖","373.33","0","93.33"
"H9FC35SAGG","瑞歌 刺槐花蜂蜜","305.9","0","75"
"H9FC35SAGG","瑞歌 栗树蜂蜜","305.9","0","75"
"H9FC35SAGG","山养蜂园 100%成熟蜂蜜","324","0.16","80.3"
"H9FC35SAGG","神蜂科技 农大蜂蜜(枇杷蜂蜜)","332.46","0","81"
"H9FC35SAGG","食尚森活 红冰糖","400","0","100"
"H9FC35SAGG","舒可曼 纯正红糖","434.51","0","97"
"H9FC35SAGG","舒可曼 特细糖粉","401.53","0","99.6"
"H9FC35SAGG","顺南 黄金糖浆","317.88","0","78"
"H9FC35SAGG","太港 白砂糖","406.31","0","99.8"
"H9FC35SAGG","天兴 椴树蜜","311.9","0.8","75"
"H9FC35SAGG","天兴 五味子蜜","311.9","0.8","75"
"H9FC35SAGG","天兴 野玫瑰蜜","311.9","0.8","75"
"H9FC35SAGG","天兴 益母草蜜","311.9","0.8","75"
"H9FC35SAGG","唯斯 百花蜂蜜","337.24","0","83"
"H9FC35SAGG","呷蜜 橙花蜂蜜","304.02","0","82.4"
"H9FC35SAGG","心之源 成熟洋槐蜂蜜","310.71","0","75.1"
"H9FC35SAGG","雅各布斯 雅各布森橙花蜂蜜","339.39","0","83"
"H9FC35SAGG","雅各布斯 雅各布森薰衣草蜂蜜","339.39","0","83"
"H9FC35SAGG","养生源 多花种蜂蜜","316.92","0","65"
"H9FC35SAGG","养生源 蜂汇宝膏","330.31","1.2","75.7"
"H9FC35SAGG","养生源 黄连蜜","316.92","0","65"
"H9FC35SAGG","养生源 荔枝蜜","305.45","0","75"
"H9FC35SAGG","养生源 雪旨花蜜(苕子蜜)","316.92","0","65"
"H9FC35SAGG","养生源 洋槐蜜","316.92","0","65"
"H9FC35SAGG","养生源 枣花蜜","316.92","0","65"
"H9FC35SAGG","野小蜂 雪蜜","333.65","0","81"
"H9FC35SAGG","一山一蓝 长白山椴树蜜","320.98","1.9","75.6"
"H9FC35SAGG","一山一蓝 长白山小玫瑰蜜膏","320.98","1.9","75.6"
"H9FC35SAGG","有机厨坊 冲绳风味纯黑糖","400","2","96"
"H9FC35SAGG","长寿 深山野蜜","305","0","75.6"
"H9FC35SAGG","自然蜂採 台湾阿里山樱花蜜","329.59","0.3","81.4"
"H9FC35SAGG","自然蜂採 台湾日月潭龙眼花蜜","336.04","0.4","82.3"
"H9FC35SAGG","Airborne 苜蓿冬蜂蜜","325","0","80"
"H9FC35SAGG","Airborne 瑞塔花花蜜","325","0","80"
"H9FC35SAGG","ARATAKI液体蜂蜜","339.39","0","82.9"
"H9FC35SAGG","billybee 蜂蜜","300","0","85"
"H9FC35SAGG","Goldland 100%有机蜂蜜","302","0.1","75.1"
"H9FC35SAGG","Health Life 纽古乐 活性麦卢卡蜂蜜(16+)","315.49","0.1","79.6"
"H9FC35SAGG","Health Life 纽古乐 活性麦卢卡蜂蜜(20+)","315.49","0.1","79.6"
"H9FC35SAGG","Health Life 纽古乐 活性麦卢卡蜂蜜(5+)","315.49","0","79.6"
"H9FC35SAGG","Health Life 纽古乐 圣诞花蜂蜜","329.83","0.1","80"
"H9FC35SAGG","MELITA Honey Farm blue gum","334.61","0","80"
"H9FC35SAGG","Naturals ORGANIC MAPLE SYRUP 有机枫叶糖浆","366.67","0","90"
"H9FC35SAGG","Nature Juice 浓缩金桔蜂皇蜜","303.33","0","76.67"
"H9FC35SAGG","Nektar Valley 100% HONEY 奈他维牌黑莓蜂蜜","300","0","85"
"H9FC35SAGG","Nelson Honey 麦卢卡蜂蜜","334.61","0","82.1"
"H9FC35SAGG","Pure Maple Syrup 纯枫叶糖浆 B级","360","0","90"
"H9FC35SAGG","sweet nature新西兰椴树蜜","315.49","0.1","80"
"H9FC35SAGG","WAITEMATA CLOVER HONEY","293.98","0","76"
"IRAT5Z42SD","爱堡 无盐黄油","742","82","0.2"
"IRAT5Z42SD","爱博 黄油块(含盐)","718.21","81","0.2"
"IRAT5Z42SD","爱氏晨曦 黄油(正常盐度)","680","75","0.6"
"IRAT5Z42SD","安佰滋 耐焙烤调理奶油","304.02","17.1","30.7"
