category,food_name,calories_kcal_per_100g,fat_g_per_100g,carbs_g_per_100g
"W0DF1F7CYK","Alfort 巧克力饼干","544.44","30.63","61.43"
"W0DF1F7CYK","BOORBON牛油曲奇饼干","520","27","63"
"W0DF1F7CYK","EDO PACK EDO芝士饼","476","16","68"
"WXK3SBRR7P","【明治 】醇壹鲜牛乳","67.16","3.7","5"
"WXK3SBRR7P","阿斯达 全脂牛奶","64.77","3.6","4.7"
"WXK3SBRR7P","阿新 零脂肪脱脂鲜牛奶","32.5","0","5.1"
"WXK3SBRR7P","爱凯滋 脱脂纯牛奶","33.46","0","4.8"
"WXK3SBRR7P","安格莱 脱脂灭菌乳","35.61","0","4.9"
"WXK3SBRR7P","安佳 99.9%脱脂牛奶","33.46","0.1","4.9"
"WXK3SBRR7P","安佳 超级脱脂奶(99.9%脱脂)","36","0.1","4.8"
"WXK3SBRR7P","安佳 TRIMMILK","36.5","0.1","5"
"WXK3SBRR7P","百富露鲜水牛奶 (袋装)","58.56","3.8","3"
"WXK3SBRR7P","宝莱 高钙低脂牛奶","47.2","1.4","5"
"WXK3SBRR7P","宝力精 草莓牛奶乳饮品","29.64","0.6","5"
"WXK3SBRR7P","保利 脱脂牛奶","36","0","5.2"
"WXK3SBRR7P","晨光 果优良乳(椰果+草莓酸牛乳)","96.56","3.7","13"
"WXK3SBRR7P","大乘 鲜牛奶","60.95","3.3","4.7"
"WXK3SBRR7P","德拉 米尔脱脂纯牛奶","34.66","0","4.7"
"WXK3SBRR7P","迪卡 全脂牛奶","64.29","3.6","4.8"
"WXK3SBRR7P","多鲜牧场奶","64.29","3.5","5.2"
"WXK3SBRR7P","飞鹤 牧场 纯牛奶","69.55","4","5"
"WXK3SBRR7P","风行牛奶 风行高钙牛奶","62.86","2.5","7.8"
"WXK3SBRR7P","高原之宝 高钙奶","68.83","2.8","4.6"
"WXK3SBRR7P","古城金牌纯牛奶","65.97","3.6","5.3"
"WXK3SBRR7P","广泽 核桃牛奶","56.64","2.6","6.2"
"WXK3SBRR7P","国农 调味牛乳(香蕉荔枝)","65","2.2","9.6"
"WXK3SBRR7P","海河大红枣牛奶","69.31","2.5","8"
"WXK3SBRR7P","好沃德 冰咖啡牛奶","52.34","1.1","7.8"
"WXK3SBRR7P","好一多 天然纯鲜奶","59.99","3.3","4.7"
"WXK3SBRR7P","花花牛 特滋香蕉牛奶","72.18","2.8","9.1"
"WXK3SBRR7P","辉山 杰茜牧场低脂牛奶","45.17","1.3","4.7"
"WXK3SBRR7P","佳明佳玉米早餐奶","182.2","1.8","38.5"
"WXK3SBRR7P","健成 精品黑牛奶","23.66","0.5","3.9"
"WXK3SBRR7P","晶磨 CHEER滋味低脂牛奶","50","2","5"
"WXK3SBRR7P","九牛寨 纯牛奶","58.3","3.1","4.5"
"WXK3SBRR7P","卡夫 牛奶(草莓味， 牌)","79","3","10.3"
"WXK3SBRR7P","康小乐鲜牛奶","57.8","3.1","4.6"
"WXK3SBRR7P","快鹿 鲜AD一品奶","57.36","3.1","4.5"
"WXK3SBRR7P","葵花牛 2%低脂牛奶","57.36","1","5"
"WXK3SBRR7P","葵花牛 2%减脂巧克力牛奶","82.93","1","8.5"
"WXK3SBRR7P","兰翠思 丝语香浓 妙香乳饮料","33.46","1.4","4.5"
"WXK3SBRR7P","兰特 低脂牛奶","46","1.5","4.8"
"WXK3SBRR7P","兰特 全脂牛奶","64.05","3.6","4.8"
"WXK3SBRR7P","龙丹 牛奶(牌)","66","3.8","5.1"
"WXK3SBRR7P","蒙牛 未来星 儿童成长核桃牛奶","67.64","3","7.7"
"WXK3SBRR7P","蒙牛 未来星 儿童成长有机奶","66.68","3.9","4.8"
"WXK3SBRR7P","蒙牛 现代牧场鲜牛奶(盒装)","67","3.8","5"
"WXK3SBRR7P","蒙牛 香蕉有机牛奶","84.85","3.6","9.2"
"WXK3SBRR7P","蒙牛 早餐奶(麦香)","50.96","1.72","7.4"
"WXK3SBRR7P","蒙牛 早餐奶(原麦调制牛奶百利包)","60.71","3","6"
"WXK3SBRR7P","明治 脱脂牛奶","41","0.1","6.9"
"WXK3SBRR7P","奶牛梦工场 奶牛梦工厂紫谷奶饮品","50.96","1.32","8.2"
"WXK3SBRR7P","牛奶","65","3.6","4.9"
"WXK3SBRR7P","牛奶(强化VA，VD)","51","2","5.6"
"WXK3SBRR7P","纽麦福 脱脂高钙奶","33.7","0","4.9"
"WXK3SBRR7P","纽西兰 新西兰部分脱脂纯牛奶","46.7","1.5","4.8"
"WXK3SBRR7P","欧亚 纯牛奶","62.86","3.5","4.8"
"WXK3SBRR7P","雀巢 全仕奶(巧克力味)","72","2.3","10.5"
"WXK3SBRR7P","雀巢 脱脂纯牛奶","32.27","0.3","4.6"
"WXK3SBRR7P","萨尔茨堡 全脂牛奶","64","3.52","4.8"
"WXK3SBRR7P","山花 1953鲜牛奶(低乳糖)","65.01","3.5","5.1"
"WXK3SBRR7P","山花 特浓牛奶","65.01","3.5","5.1"
"WXK3SBRR7P","石埠 红枣花生奶","17.21","0.8","1.8"
"WXK3SBRR7P","寿尔 巧克力牛奶饮料","67.29","1.42","11.15"
"WXK3SBRR7P","双榕树 香草牛奶","73.61","1.6","12"
"WXK3SBRR7P","台湾省农会 巧克力牛乳","69.07","2.1","10.6"
"WXK3SBRR7P","天润 盖瑞 小小盖瑞 儿童牛奶","79.83","3.1","10"
"WXK3SBRR7P","天友 百特(红百特)","69.55","3.4","7"
"WXK3SBRR7P","天友 铁锌钙牛奶","62.14","3","5.6"
"WXK3SBRR7P","天友百特(紫百特)","67","3.2","6.5"
"WXK3SBRR7P","田园 脱脂牛奶","44","0.15","5"
"WXK3SBRR7P","跳跳龙 好养道 核桃牛奶","43.02","1.2","6"
"WXK3SBRR7P","完达山 早餐奶","60","3","5.2"
"WXK3SBRR7P","维芬堡 低脂纯牛奶","46.61","1.5","4.8"
"WXK3SBRR7P","维记纯牛奶","65.01","3.6","4.2"
"WXK3SBRR7P","喜乐牛 全脂有机牛奶","65.97","3.6","5.1"
"WXK3SBRR7P","夏进 枸杞红枣奶","57.6","2.7","6"
"WXK3SBRR7P","夏进 枸杞养生奶","58.08","2.7","6"
"WXK3SBRR7P","夏进 核桃牛奶","58.08","2.7","6"
"WXK3SBRR7P","现代牧业 纯牛奶","70.75","3.8","5.5"
"WXK3SBRR7P","新农纯牛奶","58.8","3.1","4.8"
"WXK3SBRR7P","新希望 华西 芒果牛奶","75.05","2.8","10"
"WXK3SBRR7P","新希望木瓜牛奶","77.68","2.9","10.5"
"WXK3SBRR7P","延世 牧场牛奶220ML","68.12","2","10"
"WXK3SBRR7P","燕塘 鲜牛奶","62.38","3.6","4.5"
"WXK3SBRR7P","壮氏水牛奶","61.42","3.4","4.5"
"WXK3SBRR7P","卓德 甜点牛奶(香草口味)","184.03","13.4","13.5"
"WXK3SBRR7P","子母 弗里生乳牛香蕉奶","52.58","2.6","5"
"WXK3SBRR7P","子母 巧克力奶","56.64","2.6","6"
"WXK3SBRR7P","紫鸢鲜牛奶","57.84","3.1","4.6"
"WXK3SBRR7P","a2艾尔 a2/艾尔 澳洲全脂纯牛奶","64.72","3.6","5"
"WXK3SBRR7P","Baren Marke Bären Marke 低脂牛奶","50","1.8","4.9"
"WXK3SBRR7P","First Choice 首选牌  首选牌低脂高钙牛奶","61","1.5","7"
"WXK3SBRR7P","Fred+Chole 德乐怡  德乐怡低脂牛奶","45.89","1.5","4.8"
"WXK3SBRR7P","Fred+Chole 德乐怡 全脂牛奶","64.05","3.5","4.7"
"WXK3SBRR7P","Garelick Milk(fat free)","37.5","0","5.42"
"WXK3SBRR7P","Germil德尔宝 Germil 德尔宝 纯牛奶(3.8%脂肪含量)","66","3.8","4.8"
"WXK3SBRR7P","Organic Valley 美国有机谷部分脱脂有机纯牛奶","54.17","2.08","5"
"WXK3SBRR7P","PURA tone no fat milk","39.2","0.1","5.4"
"WXK3SBRR7P","SK低脂牛奶","38.3","0.2","5.8"
"WXK3SBRR7P","Vinamilk寿星公 Vinamilk/寿星公 纯牛奶","60","3.2","4.7"
"WXK3SBRR7P","Vinamilk寿星公 Vinamilk/寿星公 甜牛奶","75.2","3.2","8.6"
"WXK3SBRR7P","Yonsei Milk 延世牧场 香蕉味牛奶饮料","72.66","3","11"
"WXOXSSCOTT","39°N农场鲍鱼果","314.77","31.89","3.89"
"WXOXSSCOTT","佰斯纳特象牙松子","651.77","55.5","26.3"
"WXOXSSCOTT","贝克兰 原粒大榛子","656.47","63.33","6"
"WXOXSSCOTT","炒花生","601","48","23.8"
"WXOXSSCOTT","厨之选 扁桃仁片","649.14","57.6","8.3"
"WXOXSSCOTT","厨之选 南瓜子仁","577.44","44.1","7.2"
"WXOXSSCOTT","厨之选 整粒扁桃仁(带衣)","606.6","48.6","17.6"
"WXOXSSCOTT","大象 山 综合坚果","655","54.3","24.3"
"WXOXSSCOTT","第二自然 什锦干果果仁","499.52","28.6","50"
"WXOXSSCOTT","逗妮开心 炭烧腰果","594.17","44.4","29.5"
"WXOXSSCOTT","凤凰山庄 壳杏仁","466.78","17.9","53.8"
"WXOXSSCOTT","果园老农椒盐核桃仁","571.22","42","28.7"
"WXOXSSCOTT","好想你 新疆核桃","693.59","66.2","8"
"WXOXSSCOTT","和田 薄皮核桃","630.98","59.9","4.9"
"WXOXSSCOTT","核桃(干)","646","58.8","19.1"
"WXOXSSCOTT","恒康食品 手剥山核桃","635.76","55","25"
"WXOXSSCOTT","花生米(炒)","589","44.4","25.7"
"WXOXSSCOTT","花生米(油炸)","583","47.1","26.2"
"WXOXSSCOTT","华祥苑 绿茶腰果","568.59","40","29.5"
"WXOXSSCOTT","荟食 扁桃仁","595.12","52.1","21.2"
"WXOXSSCOTT","吉元 白瓜子仁","595.84","44.2","15"
"WXOXSSCOTT","金百岁农庄椒盐巴旦木","616.63","52","16.1"
"WXOXSSCOTT","开心果","631","53","21.9"
"WXOXSSCOTT","口口福 巴旦木仁","418.26","7.2","62.1"
"WXOXSSCOTT","口口福 吊瓜子","645.79","57.2","5.3"
"WXOXSSCOTT","口口福 黑金刚瓜子","605.16","50.2","6.5"
"WXOXSSCOTT","口口福 话梅瓜子","559.03","49.9","4"
"WXOXSSCOTT","口口福 开口榛子","665.39","58.6","20"
"WXOXSSCOTT","口口福 奶油巴旦木","418.26","7.2","62.1"
"WXOXSSCOTT","口口福 山核桃仁","628.59","53","28"
"WXOXSSCOTT","口口福 手剥松子","530.11","40.4","40.3"
"WXOXSSCOTT","口口福 盐炒瓜子","516.25","36.2","21.6"
"WXOXSSCOTT","口口福 盐焗腰果","548.76","34.4","36.4"
"WXOXSSCOTT","口水镇笑口巴旦木(奶香味)","607.79","50.1","14.5"
"WXOXSSCOTT","葵花子(炒)","625","52.8","17.3"
"WXOXSSCOTT","来伊份 夏威夷果仁","659.89","58.9","27.1"
"WXOXSSCOTT","蓝钻石 扁桃仁(蜂蜜芥末)","624.82","53.57","10.71"
"WXOXSSCOTT","蓝钻石 蓝钻烟熏墨西哥辣椒味杏仁","607.14","53.57","17.86"
"WXOXSSCOTT","朗源 盐焗开心果","577.2","45.6","14.6"
"WXOXSSCOTT","老顽童 核桃(盐焗)","600.62","49.8","22"
"WXOXSSCOTT","老顽童 笑口榛子","563.34","46.6","18.8"
"WXOXSSCOTT","老闫家 南瓜子","509.08","33.5","10.2"
"WXOXSSCOTT","乐合 琥珀核桃仁","670.65","58.4","24.1"
"WXOXSSCOTT","林立行 台湾 纯杏仁粉","158.6","57.5","17.6"
"WXOXSSCOTT","楼兰蜜语巴西松子","527.5","35.2","34.3"
"WXOXSSCOTT","萝芙森 榛子","648.9","62.8","5.8"
"WXOXSSCOTT","骆驼 原味烤腰果","549.7","44.2","19.1"
"WXOXSSCOTT","骆驼 原味综合坚果","474","26.5","47.8"
"WXOXSSCOTT","曼曼de爱 长兴吊瓜子(奶油味)","567","44.7","5.6"
"WXOXSSCOTT","妙士得杏仁宝宝","636.71","50.5","20.7"
"WXOXSSCOTT","莫纳罗 莫纳多烘焙夏威夷果(椒盐味)","750","75","14.29"
"WXOXSSCOTT","莫纳罗 咸味烘培夏威夷果","751.43","75.1","13.7"
"WXOXSSCOTT","南瓜子仁","576","48.1","4.9"
"WXOXSSCOTT","南农杂粮 南农 有机白花生","297.8","25.4","5.2"
"WXOXSSCOTT","南农杂粮 南农 有机黑花生","312.62","24.2","5.2"
"WXOXSSCOTT","南农杂粮 南农 有机黑芝麻","531.07","46.1","24"
"WXOXSSCOTT","飘零大叔 巴旦木","590.34","48.4","16.3"
"WXOXSSCOTT","飘零大叔 原味瓜子仁","571.22","36.4","50.9"
"WXOXSSCOTT","全福元 黑瓜子","342.73","23","10.4"
"WXOXSSCOTT","全福元 松子","619.02","58.5","24.1"
"WXOXSSCOTT","如水 大榛子 盒装210g","661.09","56.6","24.2"
"WXOXSSCOTT","三杨 椰浆腰果","577","44.6","21.8"
"WXOXSSCOTT","三只松鼠 巴旦木","561.65","45.1","6.9"
"WXOXSSCOTT","三只松鼠 手剥巴旦木","597.28","52.8","19.3"
"WXOXSSCOTT","三只松鼠 脱衣核桃仁","534.66","56.1","2.3"
"WXOXSSCOTT","森林家族 夏威夷果","552","33.2","55"
"WXOXSSCOTT","山核桃","616","50.4","26.2"
"WXOXSSCOTT","山核桃(熟)","658","64.5","21.3"
"WXOXSSCOTT","时怡 中粮优选新疆核桃","697.18","65.8","10.3"
"WXOXSSCOTT","松子仁","718","70.6","12.2"
"WXOXSSCOTT","陶陶居 陶果果 碧根果","704.35","68.9","5.8"
"WXOXSSCOTT","陶陶居 陶果果 腰果仁","600.14","48.2","21.1"
"WXOXSSCOTT","淘滋源小核桃仁","618.07","64.5","21.3"
"WXOXSSCOTT","天喔美国扁桃仁","624.28","55.5","3.9"
"WXOXSSCOTT","田园7号 巴旦木杏仁","597.28","52.8","19.3"
"WXOXSSCOTT","喜乐果 营养原味腰果","602.06","43.7","30.6"
"WXOXSSCOTT","香榧(熟)","644","57","26.9"
"WXOXSSCOTT","香楠 炭烧腰果","559.03","36.7","41.6"
"WXOXSSCOTT","小核桃仁","592.73","49.4","28.6"
"WXOXSSCOTT","新农哥松子(原味)","689.53","66.5","5.7"
"WXOXSSCOTT","星冠 蜂蜜烤腰果","613.77","46.4","32.1"
"WXOXSSCOTT","星冠 烟熏扁桃仁","616.4","50","17.9"
"WXOXSSCOTT","星冠 盐焗扁桃仁","682.12","60.7","14.3"
"WXOXSSCOTT","杏仁(炒)","618","51","18.7"
"WXOXSSCOTT","杏仁(烤干，不加盐)","617","52.8","19.3"
"WXOXSSCOTT","腰果","559","36.7","41.6"
"WXOXSSCOTT","腰果(熟)","615","50.9","20.4"
"WXOXSSCOTT","姚太太 扁桃仁","598.47","52.1","17"
"WXOXSSCOTT","悠享佳 天然原味红松仁","673.52","68.4","13.1"
"WXOXSSCOTT","悠享佳 腰果仁(原味焙烤)","553.3","43.8","32.7"
"WXOXSSCOTT","榛子","561","44.8","24.3"
"WXOXSSCOTT","知味轩 土耳其榛子仁","693.83","63.9","15.7"
"WXOXSSCOTT","自然时记 混合坚果","466","24.4","42"
"WXOXSSCOTT","ALESTO 咸味腰果","620","49.2","25.2"
"WXOXSSCOTT","Deluxe 芥末风味杏仁","639","54.6","14.3"
"WXOXSSCOTT","Deluxe 经典咸味杏仁","644","55.7","12.8"
"WXOXSSCOTT","ETA蜂蜜味烤花生","603.5","42.5","31.25"
"WXOXSSCOTT","MARYLAND玛丽兰 盐焗混合果仁","597","48.4","12.6"
"WXOXSSCOTT","Mother earth 烧烤风味园艺腰果","552.6","46","25.6"
"WXOXSSCOTT","Nature's 混合坚果","630","56","11.67"
"YRW7UJVW9L","爱慕 无糖纯黑巧克力","464.87","37.3","42.1"
"YRW7UJVW9L","爱思 比利时黑巧克力","544","48.4","17.4"
"YRW7UJVW9L","爱亿华香草夹心棉花糖","348","1.2","80.3"
"YRW7UJVW9L","奥赛山楂饴","320.27","0.06","77.98"
"YRW7UJVW9L","爆米花","406","13.4","70.4"
"YRW7UJVW9L","北田 99能量棒(南瓜夹心味)","524","33.9","51.5"
"YRW7UJVW9L","波力鲜之菇辣味","283","8.3","20.9"
"YRW7UJVW9L","不二家 巧克力夹心糖","423.28","8.5","83.9"
"YRW7UJVW9L","彩虹果汁糖(酸劲味)","385.99","6","86.2"
"YRW7UJVW9L","蚕豆(炸)","447","20","40.4"
"YRW7UJVW9L","达利园 高纤粗粮饼","501.91","33","42"
"YRW7UJVW9L","德芙 草莓心型巧克力","552.82","33.1","58.7"
"YRW7UJVW9L","德芙 纯可可豆夹心巧克力","551.39","34.2","56"
"YRW7UJVW9L","德芙 牛奶巧克力","544.7","31.7","59.4"
"YRW7UJVW9L","德芙 牛奶巧克力和黑巧克力精巧装","543.26","32.1","59.5"
"YRW7UJVW9L","德芙 香浓黑巧克力","520.32","33.5","59.1"
"YRW7UJVW9L","德芙 心随清新蓝莓黑巧克力","541.59","32.2","59.4"
"YRW7UJVW9L","德芙 心随香浓黑巧克力","542.3","32.3","59.5"
"YRW7UJVW9L","德芙 心型巧克力-苹果味夹心巧克力","551.63","33","58.6"
"YRW7UJVW9L","德芙 心语礼盒装巧克力","555.69","33.9","57.3"
"YRW7UJVW9L","德芙 榛仁果粒巧克力","544.22","31.9","58.8"
"YRW7UJVW9L","多味山楂","249","1.9","61.8"
"YRW7UJVW9L","干桂圆","319","0.2","76.2"
"YRW7UJVW9L","怪味胡豆(零食)","403","12.1","69.6"
"YRW7UJVW9L","果冻(蒟蒻椰果冻)","109","0","27.8"
"YRW7UJVW9L","海苔","269.6","4.8","50.4"
"YRW7UJVW9L","汉波 山楂果肉泥","234.5","3.3","50.8"
"YRW7UJVW9L","汉波阿胶贡枣","322","2.1","72.46"
"YRW7UJVW9L","好口福泡椒凤爪","100","1.45","0"
"YRW7UJVW9L","好丽友 甜天麦","465.34","18.5","62.2"
"YRW7UJVW9L","荷氏 特强薄荷糖","388.15","0","97"
"YRW7UJVW9L","华元如果蒟蒻椰果果冻","89.87","0","23"
"YRW7UJVW9L","吉百利 荷氏柠檬香蜜薄荷糖","379.3","0","95"
"YRW7UJVW9L","吉百利 榛仁牛奶巧克力夹心","534.23","35","47"
"YRW7UJVW9L","佳乐 椰蓉","700","66","19.5"
"YRW7UJVW9L","佳梅 真之应子(袋装)","280.59","1","66"
"YRW7UJVW9L","家乐福 优质黑巧克力(72%)","532","40","34"
"YRW7UJVW9L","金糕","178","0.3","44"
"YRW7UJVW9L","金糕条","303","0.6","74.6"
"YRW7UJVW9L","金丝小枣","308","1.1","76.7"
"YRW7UJVW9L","晋禾 御制枣坊宫廷枣","325","0","80"
"YRW7UJVW9L","京都念慈菴 京都念慈庵枇杷糖","401.53","0.7","97.03"
"YRW7UJVW9L","克莉丝汀 蒟蒻果冻(蓝莓口味)","65.29","0","16.07"
"YRW7UJVW9L","克莉丝汀蒟蒻果冻(苹果口味)","74.8","0","18.28"
"YRW7UJVW9L","拉伦斯 黑巧(75%)","497","45.6","34"
"YRW7UJVW9L","乐陵枣","233","0.6","57.9"
"YRW7UJVW9L","乐事 薯片鲜浓番茄味","529.8","31","56"
"YRW7UJVW9L","乐事 心赏黑豆黑胡椒味","418.26","12.9","37.6"
"YRW7UJVW9L","乐天 米花","430","14","74"
"YRW7UJVW9L","龙虾片","342","0.1","85.5"
"YRW7UJVW9L","米饼(鸡蛋牛奶味)","536","29.9","63.2"
"YRW7UJVW9L","棉花糖","321","0","75.3"
"YRW7UJVW9L","明治 杏仁夹心巧克力","554.02","34.2","49.5"
"YRW7UJVW9L","明治 雪吻巧克力(黑巧克力)","582.22","46.6","36.3"
"YRW7UJVW9L","帕斯卡 牛奶巧克力布丁(甜点心)","101","1.6","18.4"
"YRW7UJVW9L","泡泡糖","360","0","89.8"
"YRW7UJVW9L","千趣 维生素软糖","351.34","0.8","82.7"
"YRW7UJVW9L","巧克力","589","40.1","53.4"
"YRW7UJVW9L","巧克力(充气)","543","32.8","54.9"
"YRW7UJVW9L","巧克力(维夫)","575","38.4","49.7"
"YRW7UJVW9L","青梅果脯","314","0.6","77.4"
"YRW7UJVW9L","屈臣氏优酪果冻","90","0","24"
"YRW7UJVW9L","日本北海道浓厚哈密瓜牛奶糖","139.47","8.16","77.89"
"YRW7UJVW9L","日清 香脆片香辣鸡味","470.36","18.1","69.3"
"YRW7UJVW9L","三角 蜂蜜奶油杏仁黑巧克力","499.52","30","50.5"
"YRW7UJVW9L","桑葚(干)","298","6.1","54.2"
"YRW7UJVW9L","森永 草莓牛奶糖","418","8.2","84"
"YRW7UJVW9L","森永 嗨啾水蜜桃味香口软糖","415.79","9.12","81.58"
"YRW7UJVW9L","森永 牛奶糖","424","8.4","84"
"YRW7UJVW9L","山内青芥辣豆","405","5.8","75.6"
"YRW7UJVW9L","上好佳 空心薯笛","446.67","14","71.67"
"YRW7UJVW9L","上好佳 玉米花(果仁奶油)","403.1","8.3","78.2"
"YRW7UJVW9L","上好佳 早茶心情全麦(肉松口味)","470.03","16.67","66.67"
"YRW7UJVW9L","水晶糖","395","0.2","98.3"
"YRW7UJVW9L","四洲什果味糖","391.97","0","97.6"
"YRW7UJVW9L","酥香兰花豆","419","13.6","61.7"
"YRW7UJVW9L","酸三色糖","397","0.4","98.4"
"YRW7UJVW9L","桃脯","315","0.4","77.6"
"YRW7UJVW9L","天喔 很牛牛肉粒(沙嗲)","293.5","4.7","32.9"
"YRW7UJVW9L","田园坊 美国加州汤姆逊无籽红提干","316","0.7","76.9"
"YRW7UJVW9L","旺旺厚烧海苔","454","15.8","70.6"
"YRW7UJVW9L","无花果(干)","361","4.3","77.8"
"YRW7UJVW9L","伍尔沃斯玉米片(芝士味)","511.33","24.24","66.06"
"YRW7UJVW9L","喜之郎 乳酸钙果汁果冻","69.31","0","17"
"YRW7UJVW9L","喜之郎 CICI果冻","108","0","27"
"YRW7UJVW9L","鲜桃果汁糖","397","0.2","98.8"
"YRW7UJVW9L","新家园 烤馍锅巴(比萨风味) 75g","400","14","60"
"YRW7UJVW9L","杏干","338","0.4","83.2"
"YRW7UJVW9L","野酸枣","326","0.5","79.6"
"YRW7UJVW9L","英佰瑞 72%黑巧克力","569","47.2","29.2"
"YRW7UJVW9L","悠哈 特浓牛奶糖(条装)","398.66","9.1","75.5"
"YRW7UJVW9L","长思 水晶阿胶蜜枣","327.7","0","78.7"
"YRW7UJVW9L","长思 水晶蜜枣","327.68","0.19","78.72"
"YRW7UJVW9L","cote d'or 70% 黑巧克力","590","49","30"
"YRW7UJVW9L","Green + Black's 绿与黑  Green and Blacks 有机85%黑巧克力","700","62.5","25"
"YRW7UJVW9L","M+M's 牛奶巧克力豆","497.85","21.4","72.3"
"YRW7UJVW9L","Skrttle's 彩虹果汁糖","414.2","4.7","91.7"
"YRW7UJVW9L","vinamit 芋头条","535.71","28.57","64.29"
"YRW7UJVW9L","Vinamit凤梨干","510.71","28.57","64.29"
"YRW7UJVW9L","Vinamit苹果干","346.43","3.57","82.14"
"YTJ3BXF4K7","爱之味鲔鱼片","290.36","20.55","7.64"
"YTJ3BXF4K7","鹌鹑","110","3.1","0.2"
"YTJ3BXF4K7","扒鸡","217","11","0"
"YTJ3BXF4K7","扒鸡(五香脱骨)","206","10.8","3.8"
"YTJ3BXF4K7","白姑鱼(鱼)","150","8.2","0"
"YTJ3BXF4K7","白条鱼","103","3.3","1.6"
"YTJ3BXF4K7","鲍鱼","69","0.1","9.5"
"YTJ3BXF4K7","比目鱼","107","2.3","0.5"
"YTJ3BXF4K7","鳊鱼","135","6.3","1.2"
"YTJ3BXF4K7","草鱼","113","5.2","0"
"YTJ3BXF4K7","蛏干","340","4.9","27.4"
"YTJ3BXF4K7","大江盐酥鸡","276.53","17.6","17.5"
"YTJ3BXF4K7","带鱼","127","4.9","3.1"
"YTJ3BXF4K7","带鱼(切段)","108","4.2","0"
"YTJ3BXF4K7","东方对虾","84","0.5","1.6"
"YTJ3BXF4K7","对虾","93","0.8","2.8"
"YTJ3BXF4K7","鹅","251","19.9","0"
"YTJ3BXF4K7","福泽香辣海蜇","38.5","0","3.85"
"YTJ3BXF4K7","古龙豆鼓沙丁鱼罐头","370","26","8"
"YTJ3BXF4K7","古龙牌茄汁鲭鱼罐头","160","7","9"
"YTJ3BXF4K7","古龙牌鲜炸沙丁鱼罐头","350","28","2"
"YTJ3BXF4K7","桂冠香菇贡丸","210.33","13","7"
"YTJ3BXF4K7","桂冠鱼豆腐蟹肉蛋黄味","177.02","9.4","13.7"
"YTJ3BXF4K7","鳜鱼","117","4.2","0"
"YTJ3BXF4K7","蛤蜊","62","1.1","2.8"
"YTJ3BXF4K7","海蟹","95","2.3","4.7"
"YTJ3BXF4K7","海蟹(小)","81","1.1","3.6"
"YTJ3BXF4K7","海蜇皮","33","0.3","3.8"
"YTJ3BXF4K7","海蜇头","74","0.3","11.8"
"YTJ3BXF4K7","河虾","87","2.4","0"
"YTJ3BXF4K7","红螺","119","0.9","7.6"
"YTJ3BXF4K7","黄螺","106","1","4.5"
"YTJ3BXF4K7","黄颡鱼","124","2.7","7.1"
"YTJ3BXF4K7","黄鳝","89","1.4","1.2"
"YTJ3BXF4K7","黄鱼(大黄花鱼)","97","2.5","0.8"
"YTJ3BXF4K7","火鸡腿","91","1.2","0"
"YTJ3BXF4K7","鸡(母鸡，一年内)","256","16.8","5.8"
"YTJ3BXF4K7","鸡(肉鸡，肥)","389","35.4","0.9"
"YTJ3BXF4K7","鸡(土鸡，家养)","124","4.5","0"
"YTJ3BXF4K7","鸡肉松","440","16.4","65.8"
"YTJ3BXF4K7","鸡血","49","0.2","4.1"
"YTJ3BXF4K7","鸡爪","254","16.4","2.7"
"YTJ3BXF4K7","基围虾","101","1.4","3.9"
"YTJ3BXF4K7","鲚鱼(大)","106","5.5","0.8"
"YTJ3BXF4K7","鲫鱼","108","2.7","3.8"
"YTJ3BXF4K7","金鲨鱼翅(干)","350","0.5","2.3"
"YTJ3BXF4K7","金线鱼","101","2.9","0"
"YTJ3BXF4K7","肯德基 吮指原味鸡","345.71","21.29","9"
"YTJ3BXF4K7","口头鱼","134","4.2","4.5"
"YTJ3BXF4K7","鲮鱼","95","2.1","0.7"
"YTJ3BXF4K7","鲮鱼(豆豉，煮)","472","33.1","17.9"
"YTJ3BXF4K7","龙虾","90","1.1","1"
"YTJ3BXF4K7","螺","100","1.2","6.6"
"YTJ3BXF4K7","螺蛳","59","0.6","6"
"YTJ3BXF4K7","麦当劳 麦乐鸡","280.5","17.13","14.5"
"YTJ3BXF4K7","鳗鱼","181","10.8","2.3"
"YTJ3BXF4K7","明虾","85","1.8","3.8"
"YTJ3BXF4K7","墨鱼(干)","287","1.9","2.1"
"YTJ3BXF4K7","泥鳅","96","2","1.7"
"YTJ3BXF4K7","鲭鱼(烤，150摄氏度，20分)","390","34.8","0"
"YTJ3BXF4K7","鲭鱼(烤，180摄氏度，10分)","373","31.8","0"
"YTJ3BXF4K7","鲭鱼(煮)","372","34.5","0.4"
"YTJ3BXF4K7","全聚德 烤鸭(牌)","530","50.8","0"
"YTJ3BXF4K7","乳鸽","352","34.1","0"
"YTJ3BXF4K7","沙钻鱼","84","0.6","1.2"
"YTJ3BXF4K7","鲨鱼","118","3.2","0"
"YTJ3BXF4K7","烧鹅","289","21.5","4.2"
"YTJ3BXF4K7","深水湾牡蛎肉肠(韩国风味)","178.5","11","9"
"YTJ3BXF4K7","梭子蟹","95","3.1","0.9"
"YTJ3BXF4K7","塘水虾","96","1.2","0"
"YTJ3BXF4K7","田鸡腿","79","1.4","4.7"
"YTJ3BXF4K7","田螺","60","0.2","3.6"
"YTJ3BXF4K7","同荣蕃茄汁鲭鱼罐头","164.2","9.8","4.4"
